env_type,robot_x,robot_y,robot_theta,has_expert_label,expert_confidence,ctrlnums,controlGraph,robot_positions,corridor_width,front_clearance,left_clearance,right_clearance,obstacle_density,sector_0_min,sector_1_min,sector_2_min,sector_3_min,sector_4_min,sector_5_min,sector_6_min,sector_7_min,sector_0_avg,sector_1_avg,sector_2_avg,sector_3_avg,sector_4_avg,sector_5_avg,sector_6_avg,sector_7_avg
open_space,2.8,-16.9,3.08487,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,6.8,2.6,4,2.8,0.261111,2.6,2.8,2.8,3.7,10,10,4,2.6,2.83111,3.19111,3.04889,5.71515,10,10,5.84615,3.00667
open_space,7.8,-12.2,5.09336,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,18.2,7.5,7.6,10,0,8.1,10,10,10,8.3,7.6,8.2,7.5,8.90476,10,10,10,9.03529,7.8,8.97105,7.69778
open_space,0.6,-8.3,0.853493,1,1,3,0|1|0；0|0|1；0|0|0,0|0；-0.5|0；-1|0,10.5,7,10,0.4,0.461111,7,0.5,0.4,0.4,0.6,10,10,10,8.6375,1.25778,0.428889,0.448889,1.6925,10,10,10
open_space,0.6,-10.1,0.455816,0,0,3,,,10.9,10,1.1,0.4,0.461111,10,0.9,0.4,0.4,0.4,1.1,10,10,10,4.88611,0.551111,0.4,0.635556,6.42162,10,10
open_space,6.6,-11.8,0.546818,0,0,3,,,19.2,10,7.9,6.6,0,10,10,6.6,6.4,7.5,7.9,9.2,10,10,10,7.79167,6.64444,8.73636,8.20444,9.55714,10
open_space,16.4,-10.9,5.36208,0,0,3,,,12.2,3.3,8.9,3.3,0,3.3,3.3,4.1,10,10,10,8.9,5.5,4.01556,3.50222,5.97353,10,10,10,9.35238,8.24889
open_space,2.1,-0.7,3.76799,0,0,3,,,10.6,1.9,0.5,10,0.613889,2.3,10,10,0.8,0.5,0.5,0.6,1.9,4.18182,10,10,2.17576,0.604444,0.522222,1.05333,2
open_space,2.2,-12.4,0.784778,0,0,3,,,12.9,10,7.3,2,0.263889,10,2.9,2,2,2.8,7.3,10,10,10,4.80909,2.24889,2.22889,5.28,8.10682,10,10
open_space,10.5,-19.6,2.2215,1,1,3,0|1|0；0|0|1；0|0|0,0|0；-0.5|0；-1|0,10.1,10,0.4,0.1,0.494444,10,0.1,0.1,0.1,0.1,0.4,10,10,10,0.352778,0.1,0.1,0.164444,7.40625,10,10
open_space,19.6,-7,1.70738,1,1,3,0|1|0；0|0|1；0|0|0,0|0；-0.5|0；-1|0,10.1,0.1,0.1,10,0.494444,6.9,10,10,0.5,0.1,0.1,0.1,0.1,7.9,10,10,1.22857,0.171111,0.1,0.1,1.50444
open_space,5.3,-18.7,2.5381,0,0,3,,,11.2,5.1,10,1,0.394444,5.1,1.2,1,1,1.7,10,10,6.3,5.37111,2.20889,1.04889,1.23111,3.61,10,10,7.748
open_space,13.8,-14.3,1.64963,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,15.9,9.1,5.9,7.2,0,10,10,7.2,5.4,5.4,5.9,5.9,9.1,10,10,8.39412,5.87778,6.27111,6.41778,6.85556,9.5
open_space,19.1,-12.4,5.19013,0,0,3,,,8.3,0.6,7.7,0.6,0.438889,0.6,0.6,0.7,1.9,10,10,7.7,1.3,0.826667,0.606667,0.995556,3.75333,10,10,8.596,5.00667
open_space,9.9,-8.5,4.24019,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,19.7,10,8.7,9.8,0,10,10,9.8,9.4,8.3,8.7,9.7,10,10,10,9.876,9.7,8.55778,9.27647,9.81935,10
open_space,3.8,-6.6,1.1568,0,0,3,,,14,6.4,10,3.6,0,6.4,4,3.6,3.9,8.9,10,10,7,6.56889,5.47333,3.69111,5.32444,9.23333,10,10,8.18077
open_space,17,-18.7,3.14038,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11,1.4,3.8,1,0.513889,1.4,1,1,1.4,2.7,3.8,10,10,3.04872,1.11778,1.10667,2.26667,3.00667,5.73333,10,10
open_space,5.1,-6.7,2.48862,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11.4,4.9,6.5,4.9,0,4.9,4.9,8,10,10,8.3,6.5,6.2,5.23778,5.88,8.9,10,10,9.05833,6.94889,7.08444
open_space,13,-3.6,2.81706,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,13.4,3.8,3.4,10,0,10,10,10,7.1,6.7,3.6,3.4,3.8,10,10,10,8.2,6.88889,4.86667,3.49111,5.65333
open_space,17.8,-19.6,1.96172,0,0,3,,,2.3,4.9,0.2,0.1,0.636111,10,0.2,0.1,0.1,0.1,0.2,2.1,4.9,10,0.786364,0.117778,0.1,0.115556,1.20667,2.86889,6.60833
open_space,11.5,-0.3,4.81439,1,1,3,0|1|0；0|0|1；0|0|0,0|0；-0.5|0；-1|0,10.6,10,0.1,0.1,0.494444,10,0.6,0.1,0.1,0.1,0.1,10,10,10,7.89024,0.188889,0.1,0.1,0.346154,10,10
open_space,7,-6.7,6.07648,0,0,3,,,16.7,10,8.1,6.5,0,10,6.7,6.5,7,6.8,8.1,10,10,10,7.8,6.78667,8.03778,7.09778,8.94667,10,10
open_space,2.6,-0.4,2.44536,1,1,3,0|1|1；0|0|0；0|0|0,0|0；1|0；2|0,2.6,0.2,0.2,2.4,0.591667,0.3,2.4,3.7,10,2.1,0.2,0.2,0.2,0.946667,2.8,5.74815,10,4.2,0.52,0.2,0.217778
open_space,17.8,-5.8,5.941,0,0,3,,,6.6,1.9,4.5,2.1,0.277778,1.9,2.1,5.6,6.2,10,10,4.5,2,1.94889,3.06889,5.74,7.56452,10,10,6.39286,2.76222
open_space,4.4,-12.4,0.98812,0,0,3,,,15.1,10,7.5,4.2,0,10,5.1,4.2,4.3,7.3,7.5,10,10,10,6.84375,4.40222,5.3,7.59333,8.36875,10,10
open_space,18.7,-1.8,2.21595,0,0,3,,,11.2,1.6,1,10,0.605556,2,10,10,1.7,1,1,1.2,1.6,3.81778,10,10,3.43548,1.20667,1.05333,1.59778,1.69111
open_space,5.9,-10.1,6.12823,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,19.6,10,7,9.9,0,10,10,9.9,5.8,5.7,7,9.6,10,10,10,9.94,7.03111,6.02222,8.72143,9.71481,10
open_space,8.7,-2.8,3.17373,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,12.6,3.8,2.6,10,0.158333,8.5,10,10,10,3.6,2.6,2.6,3.8,9.00968,10,10,10,5.6375,2.87333,2.94222,6.73556
open_space,17.7,-11.1,1.05706,0,0,3,,,12,2.1,2,10,0.266667,4,10,10,10,7.8,2.3,2,2.1,6.08947,10,10,10,8.87556,3.71111,2.06444,2.66222
open_space,17.6,-9.9,2.09967,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,12.4,8.1,2.1,10,0.25,10,10,10,4.2,2.2,2.1,2.4,8.1,10,10,10,8.34419,2.80444,2.17111,3.88889,9.68333
open_space,15.8,-19.2,0.109495,0,0,3,,,6.7,0.8,0.5,6.2,0.45,3.9,6.2,10,4.9,0.6,0.5,0.5,0.8,4.61556,7.77647,10,6.3,1.33556,0.528889,0.577778,2.15556
open_space,11.8,-4.3,5.91527,0,0,3,,,14.4,7.9,10,4.1,0,7.9,4.4,4.1,4.5,10,10,10,8.5,8.10889,6.10667,4.20444,6.24186,10,10,10,9.16471
open_space,3.1,-11.5,2.85567,0,0,3,,,9.5,2.9,6.2,3.3,0.0611111,2.9,3.3,8.2,9.3,10,10,6.2,3,2.98667,5.08,8.46222,9.61429,10,10,7.80833,3.98444
open_space,19,-2.7,0.793498,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,3.2,0.7,0.7,2.5,0.552778,1,2.5,3.5,10,10,1,0.7,0.7,1.82444,2.79556,5.54516,10,10,2.30488,0.773333,0.773333
open_space,10.4,-6.3,3.49715,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,16.5,10,6.1,10,0,10,10,10,9.3,6.8,6.1,6.5,10,10,10,10,9.51667,8.16667,6.26889,7.79394,10
open_space,1.8,-1.3,0.421333,0,0,3,,,11.1,1.2,4.4,1.1,0.6,1.2,1.1,1.2,1.6,1.7,4.4,10,2.7,1.62889,1.12222,1.56,1.63556,2.50222,6.21667,10,4.88333
open_space,7.6,-14.8,2.09938,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,17.4,7.7,10,5.1,0,7.7,7.4,5.1,4.9,5.7,10,10,10,8.55926,7.66,6.52222,5.07556,7.21613,10,10,10
open_space,17.4,-17.1,3.14306,0,0,3,,,12.6,3.7,3.2,2.6,0.377778,3.7,2.6,2.6,2.3,2.3,3.2,10,10,5.72333,2.92,2.88222,2.58,2.56444,5.17187,10,10
open_space,15.4,-8.6,0.397381,0,0,3,,,13.1,4.3,4.7,8.4,0,4.7,8.4,9.1,10,10,10,4.7,4.3,6.48222,8.61556,9.51818,10,10,10,6.35952,4.41111
open_space,5.5,-2,1.08331,0,0,3,,,8.3,1.8,6.4,1.9,0.291667,1.8,1.9,3.8,5.5,10,10,6.4,2,1.85333,2.46,5.18889,7.02857,10,10,7.63333,3.18667
open_space,12.4,-12.6,5.73055,0,0,3,,,14.6,7.3,7.1,7.5,0,7.3,7.5,10,10,10,8.4,7.1,7.3,7.61111,8.44839,10,10,10,9.11538,7.39556,8.52326
open_space,7,-17.9,2.47803,0,0,3,,,12.3,6.8,10,1.8,0.291667,6.8,2.3,1.8,1.8,2.9,10,10,8.7,7.28889,4.24444,1.92667,2.14,4.825,10,10,9.31111
open_space,5.3,-18.8,0.547046,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11,3.7,0.9,5.3,0.405556,10,10,5.3,1.7,0.9,0.9,1,3.7,10,10,6.72444,4.02222,1.17333,0.926667,1.69778,5.53333
open_space,4.7,-12.7,0.0960399,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,17,10,7,5.9,0,10,10,5.9,4.5,4.5,7,7,10,10,10,7.51667,4.86222,5.27778,7.38889,8.00488,10
open_space,12.4,-18,5.27583,0,0,3,,,9,1.7,1.7,7.3,0.308333,2,7.3,8.6,10,10,3.2,1.7,1.7,3.34444,7.6,9.25,10,10,5.2,2.20444,1.76222
open_space,8.3,-6.9,0.726774,0,0,3,,,16.7,6.7,10,6.7,0,6.7,6.7,8.1,8.1,10,10,10,10,7.72273,7.3,8.8975,8.635,10,10,10,10
open_space,8.4,-1.5,1.9848,0,0,3,,,4.9,1.3,1.4,3.5,0.358333,1.4,3.5,9,10,10,3.3,1.4,1.3,2.01111,7.43111,9.40833,10,10,5.34375,1.94444,1.32889
open_space,3,-15.1,2.68165,0,0,3,,,12.1,2.8,9.1,3,0.102778,2.8,3,4.6,4.9,10,10,9.1,3.1,2.87556,3.89778,4.73111,6.47778,10,10,9.35,4.77111
open_space,17.7,-0.8,5.9451,0,0,3,,,5.3,1.4,4.7,0.6,0.602778,1.4,0.6,0.6,0.7,1.7,10,4.7,2.1,1.95111,0.853333,0.604444,0.953333,3.63529,10,6.65714,2.89778
open_space,8.1,-3.5,2.0768,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11.3,3.3,3.4,7.9,0,3.8,7.9,9,10,10,7,3.4,3.3,5.69556,8.15556,9.48,10,10,8.32,4.51556,3.40444
open_space,16.6,-12.3,0.395279,0,0,3,,,11.5,3.1,3.4,8.1,0,3.4,8.1,10,10,8.1,7.4,3.4,3.1,4.72667,8.86,10,10,8.895,7.59333,4.79333,3.17778
open_space,12.1,-19.5,5.4382,0,0,3,,,2.8,0.2,0.2,2.6,0.483333,0.3,2.6,10,10,10,0.3,0.2,0.2,0.551111,8.04667,10,10,10,0.835,0.217778,0.2
open_space,18.8,-8.3,3.15989,0,0,3,,,18.1,10,1.3,1.3,0.405556,10,10,1.3,0.9,0.9,1.3,8.1,10,10,10,2.84878,0.995556,1.00444,3.44444,8.71667,10
open_space,18,-19.5,5.43836,1,1,3,0|1|1；0|0|0；0|0|0,0|0；1|0；2|0,1.9,0.2,0.2,1.7,0.644444,0.3,1.7,2.3,10,10,0.3,0.2,0.2,0.544444,1.84667,4.06923,10,10,0.83,0.215556,0.2
open_space,8.7,-14.2,4.39255,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,14.6,5.5,8.5,6.1,0,5.5,6.1,10,10,10,9,8.5,5.8,5.65556,7.58387,10,10,10,9.46429,8.74222,7.58864
open_space,8.6,-11.6,0.878708,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,20,10,8.1,8.4,0,10,10,8.4,8.4,8.1,8.1,10,10,10,10,8.84737,9.01724,8.62195,8.8125,10,10
open_space,13.8,-12.8,4.20494,0,0,3,,,16.8,6.9,10,5.9,0,6.9,6.8,5.9,6.1,10,10,10,8,7.14222,7.82444,6.10667,7.48205,10,10,10,8.81765
open_space,10.6,-19,0.777986,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11,9.1,0.7,10,0.427778,10,10,10,1,0.7,0.7,1,9.1,10,10,10,2.31,0.78,0.766667,2.73333,9.39231
open_space,15.5,-1.9,0.665017,0,0,3,,,5.9,1.7,4.2,1.7,0.308333,1.7,1.7,2.1,10,10,6.9,4.2,2.8,2.04,1.80889,3.98372,10,10,8.20769,5.05556,3.98889
open_space,8.2,-14.3,2.59392,0,0,3,,,16.4,8,10,5.4,0,8,6.4,5.4,5.6,10,10,10,9.5,8.33333,8.17556,5.62222,7.01111,10,10,10,9.7
open_space,5.1,-11.8,5.64701,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,17.9,8,5,10,0,10,10,10,6.2,4.9,5,7.9,8,10,10,10,7.6375,5.20889,5.94667,8.3,8.72333
open_space,18.5,-1.7,4.60863,0,0,3,,,11.2,1.9,1.9,1.2,0.6,1.9,1.2,1.2,1.5,1.5,1.9,10,10,3.78437,1.42222,1.28222,1.65778,1.60444,3.67209,10,10
open_space,9.2,-3.9,0.155526,0,0,3,,,13.7,4.6,10,3.7,0,4.6,3.7,3.7,6.2,9.1,10,10,10,6.44375,3.92222,4.50667,8.68222,9.47778,10,10,10
open_space,3.5,-3.9,2.86823,0,0,3,,,7.5,3.3,3.7,3.8,0,3.3,3.8,10,10,7.7,3.9,3.7,3.4,3.40444,5.60476,10,10,8.64286,5.04,3.82,4.14667
open_space,11.1,-11.8,1.21377,0,0,3,,,18.6,9.4,8.6,10,0,10,10,10,8.5,7.9,8.7,8.6,9.4,10,10,10,9.12941,8.11111,9.4,8.82889,9.7
open_space,8.7,-12.2,3.72596,0,0,3,,,16.2,7.7,8.7,7.5,0,7.7,7.5,9,10,10,10,8.7,8.5,8.56667,7.84222,9.45556,10,10,10,9.235,8.86591
open_space,10.8,-5.2,2.69828,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,15,5.3,5,10,0,10,10,10,9.9,8.9,5.6,5,5.3,10,10,10,9.95,9.15111,7.65116,5.13778,6.83415
open_space,7.6,-9.2,3.43093,0,0,3,,,18.5,7.4,8.5,10,0,7.7,10,10,10,10,9,8.5,7.4,8.64074,10,10,10,10,9.26279,9.38333,7.64444
open_space,3.7,-8.9,2.73687,0,0,3,,,12.5,3.5,8.7,3.8,0,3.5,3.8,8.8,10,10,9.5,8.7,3.8,3.59111,5.24667,9.4,10,10,9.75,8.93333,5.51111
open_space,8.5,-8.5,2.59138,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,16.8,8.3,8.3,8.5,0,8.3,8.5,10,10,10,9.8,8.3,8.5,8.65111,9.10476,10,10,10,9.85,8.65111,9.16957
open_space,13,-7.5,2.1057,0,0,3,,,17.6,7.3,6.7,10,0,8.5,10,10,10,6.9,6.7,7.6,7.3,9.14615,10,10,10,8.02424,6.94667,8.52222,7.56444
open_space,7.5,-8.4,4.28743,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,17.3,7.8,7.3,10,0,10,10,10,9.1,8.2,8.1,7.3,7.8,10,10,10,9.50909,8.42444,9.07647,7.49333,8.68261
open_space,4,-14.6,6.08119,0,0,3,,,15.1,6.1,4.5,7,0,10,10,7,3.9,3.8,4.5,5.1,6.1,10,10,8.3,4.85778,3.97111,5.47556,5.32667,7.6
open_space,2.4,-13.9,4.48885,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,9,2.6,2.2,6.8,0.233333,5.8,6.8,10,10,4.2,2.3,2.2,2.6,6.03778,8.08696,10,10,6.12632,2.86,2.28222,4.09333
open_space,3.9,-18.2,3.7907,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,5.2,1.5,3.7,1.5,0.333333,1.5,1.5,1.9,10,10,6.2,3.7,2.5,1.81556,1.58667,3.62,10,10,7.68667,4.50444,3.53556
open_space,12,-1.8,3.0969,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11.6,2.2,1.6,10,0.322222,10,10,10,7.7,2.4,1.6,1.6,2.2,10,10,10,8.47027,5.17333,1.83778,1.74889,3.98718
open_space,3.1,-12.9,4.66775,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,12.1,3.9,2.9,9.2,0.0611111,6.8,9.2,10,10,4.4,2.9,2.9,3.9,7.45333,9.58333,10,10,6.216,3.33333,3.17333,5.98222
open_space,12.6,-14.3,5.95878,0,0,3,,,13.3,6,5.4,7.9,0,7.1,7.9,10,10,10,5.7,5.4,6,7.29778,8.77895,10,10,10,7.22051,5.55333,7.51333
open_space,18.6,-3.1,2.22308,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11.4,2.9,1.1,10,0.444444,3.6,10,10,1.8,1.1,1.1,1.4,2.9,5.60811,10,10,3.6871,1.32667,1.16444,2.22,3.08
open_space,11.7,-6.9,2.70733,0,0,3,,,16.7,7.1,6.7,10,0,10,10,10,8.9,8,7.4,6.7,7.1,10,10,10,9.38333,8.22222,8.7878,6.88444,8.25172
open_space,0.6,-6.1,4.03557,1,1,3,0|1|0；0|0|1；0|0|0,0|0；-0.5|0；-1|0,10.4,0.4,0.4,10,0.461111,0.6,10,10,7.7,3.9,0.5,0.4,0.4,1.60811,10,10,8.68,6.28667,1.04889,0.422222,0.46
open_space,18,-14.9,5.3453,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,6.6,1.7,4.9,1.7,0.308333,1.7,1.7,2.1,10,10,8.3,4.9,2.9,2.08889,1.79111,3.92444,10,10,8.98571,5.91333,4.44889
open_space,13.6,-16.3,1.8289,0,0,3,,,16.3,10,6.1,4,0,10,10,4,3.4,3.5,6.1,6.3,10,10,10,5.8525,3.52667,4.48,6.32222,7.54737,10
open_space,0.5,-2.6,2.00026,1,1,3,0|1|1；0|0|0；0|0|0,0|0；1|0；2|0,2.9,0.3,2.6,0.3,0.586111,0.3,0.3,0.3,0.8,10,5.9,2.6,0.7,0.42,0.3,0.448889,1.85789,10,7.63636,3.55333,1.92
open_space,7.9,-18.1,1.04224,0,0,3,,,12.1,10,1.7,6.6,0.319444,10,9,6.6,1.9,1.6,1.7,3.1,10,10,9.43333,7.94444,3.04222,1.65111,2.10667,5.19545,10
open_space,11.1,-6.6,5.57992,0,0,3,,,18.5,8.6,10,6.4,0,8.6,8.5,6.4,6.4,9.9,10,10,10,8.99714,9.14595,6.95556,7.45556,9.9,10,10,10
open_space,8.7,-5.7,2.83914,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,15.1,6.2,5.5,9.6,0,8.5,9.6,10,10,10,5.8,5.5,6.2,8.75333,9.8,10,10,10,7.21026,5.66222,8.19091
open_space,7.9,-3.1,0.195038,0,0,3,,,12.9,3.5,10,2.9,0.0583333,3.5,2.9,3,5.2,7.8,10,10,10,5.42051,3.04,3.63333,7.38,8.63448,10,10,10
open_space,17.2,-18.6,4.81279,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,3.1,1.1,1.4,1.7,0.530556,1.1,1.7,2.5,3.9,10,10,1.4,1.1,1.28444,2.38667,2.93333,5.97692,10,10,2.99091,1.18222
open_space,1.3,-7.5,2.42812,0,0,3,,,8.4,1.1,7.3,1.1,0.380556,1.1,1.1,1.7,10,10,9.8,7.3,1.5,1.19111,1.26222,3.34286,10,10,9.85,7.97111,3.25556
open_space,18.6,-1.1,2.8572,0,0,3,,,10.9,1,0.9,2.3,0.644444,3.1,10,2.3,1.1,1.1,0.9,0.9,1,5.15,10,4.24545,1.49778,1.12444,1.15778,0.92,1.56222
open_space,3.9,-3.6,2.09923,0,0,3,,,7.2,3.4,3.5,3.7,0,3.8,3.7,4.3,10,10,6.9,3.5,3.4,4.32222,3.82889,6.10769,10,10,8.15,4.54889,3.51778
open_space,13.8,-0.5,2.17948,0,0,3,,,1.8,0.3,0.3,1.5,0.472222,0.4,1.5,10,10,6,0.5,0.3,0.3,0.606667,3.01111,10,10,7.33409,2.60667,0.357778,0.302222
open_space,9.8,-18.7,1.93442,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,12.8,10,2.4,1.1,0.394444,10,2.8,1.1,1,1.1,2.4,10,10,10,7.82632,1.59111,1.01778,1.45111,6.88,10,10
open_space,17.4,-3.5,2.48647,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,13.3,3.3,2.3,10,0.216667,5.4,10,10,2.9,2.3,2.3,3.3,3.3,7.11053,10,10,4.86154,2.45556,2.75333,3.50444,3.95556
open_space,0.5,-3.8,2.63131,0,0,3,,,1.3,0.3,1,0.3,0.472222,0.3,0.3,0.6,10,10,4.2,1,0.3,0.3,0.38,1.50714,10,10,5.93333,3.24889,0.517778
open_space,8.5,-13.4,3.77303,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,14.7,6.4,8.4,6.3,0,6.4,6.3,7.8,10,10,10,8.4,8.3,7.5881,6.65778,8.76875,10,10,10,9.036,8.74091
open_space,3,-19.5,4.1279,1,1,3,0|1|1；0|0|0；0|0|0,0|0；1|0；2|0,1.1,0.2,0.9,0.2,0.544444,0.2,0.2,0.3,10,10,3.4,0.9,0.2,0.2,0.233333,0.966667,10,10,5.2875,2.68889,0.373333
open_space,4.4,-4.1,5.86812,0,0,3,,,14.3,10,4.5,3.9,0,10,4.3,3.9,4.2,4.2,4.5,10,10,10,6.04419,4.00444,4.89556,4.31111,6.21778,10,10
open_space,13.6,-9.2,4.41751,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,16.4,10,10,6.1,0,10,6.4,6.1,6.9,9,10,10,10,10,7.66286,6.28444,8.53529,9.25909,10,10,10
open_space,8,-9.6,2.76001,0,0,3,,,17.9,7.8,9.4,8.5,0,7.8,8.5,10,10,10,10,9.4,8.5,8.00222,9.15294,10,10,10,10,9.6,9.14118
open_space,2.4,-19.1,5.38938,0,0,3,,,5.7,0.6,0.6,5.1,0.586111,0.8,5.1,10,3.6,2.2,0.9,0.6,0.6,1.53111,7.15,10,5.6,2.62,1.77556,0.702222,0.633333
open_space,19.3,-11.9,4.96133,0,0,3,,,9.6,0.5,9.2,0.4,0.461111,0.5,0.4,0.4,0.7,10,10,9.2,1.6,0.74,0.404444,0.504444,1.88276,10,10,9.5625,6.91111
open_space,8.6,-3.5,1.11328,0,0,3,,,13.5,3.3,10,3.5,0,3.3,3.5,7.4,8.9,10,10,10,3.7,3.39333,4.65778,8.50889,9.36667,10,10,10,5.49773
open_space,17.2,-1.9,5.02963,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,12.5,2.8,3.7,1.9,0.488889,2.8,2.5,1.9,1.7,1.8,3.7,10,8.3,4.30222,2.57111,2.49111,1.74667,2.36222,5.78333,10,8.83333
open_space,15.9,-5.6,6.22007,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,10.8,3.8,5.8,5,0,3.8,5,5.4,7.2,10,10,5.8,3.8,4.13111,5.77556,5.87556,8.38235,10,10,7.47895,4.41556
open_space,4.4,-2.3,2.02282,0,0,3,,,6.4,2.1,2.2,4.2,0.25,2.3,4.2,4.7,10,10,4.9,2.2,2.1,3.31333,4.31333,6.375,10,10,6.87143,3.02667,2.15333
open_space,16.5,-3.6,0.272449,0,0,3,,,7.1,3.2,3.7,3.4,0,3.3,3.4,3.5,6.9,10,10,3.7,3.2,3.93333,3.51778,4.54222,8.12,10,10,5.58333,3.31333
open_space,17.7,-6.9,3.74765,0,0,3,,,11.7,10,6.7,2,0.266667,10,3.6,2,2,2.4,6.7,8.1,10,10,5.59565,2.50444,2.09333,4.13333,7.04,8.95,10
open_space,5,-8.7,1.07307,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,15.5,8.5,10,4.8,0,8.5,5.5,4.8,5,10,10,10,9.8,8.78667,7.68,4.96444,6.51556,10,10,10,9.9
open_space,14.2,-11,3.43493,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,18.7,10,10,6.3,0,10,8.7,6.3,5.5,5.7,10,10,10,10,8.99111,8.28095,5.68,7.19756,10,10,10
open_space,14.5,-4.9,1.31922,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,10.7,4.7,5.2,5.5,0,4.7,5.5,10,10,10,5.4,5.2,4.9,4.87111,7.05625,10,10,10,6.86591,5.38889,5.85333
open_space,15.8,-1.7,3.50469,0,0,3,,,11.6,3.6,1.5,4.3,0.333333,10,10,4.3,3.9,1.7,1.5,1.6,3.6,10,10,6.09767,4.00444,2.40667,1.53333,2.18222,5.54375
open_space,3.4,-16.4,4.56359,0,0,3,,,7.3,3.3,3.2,4.1,0,3.3,4.1,10,10,5.5,3.2,3.2,3.3,3.48667,5.97429,10,10,7.28333,3.92444,3.38222,3.87333
open_space,12.7,-13.2,0.406104,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,17.1,7,6.5,10,0,7.6,10,10,10,7,6.5,7.1,7,8.57826,10,10,10,8.21429,6.67111,8.19556,7.18222
open_space,7.8,-5.2,1.76069,0,0,3,,,13.7,5,6.1,7.6,0,5.1,7.6,7.7,10,10,10,6.1,5,6.25111,7.99333,8.59032,10,10,10,7.61538,5.26222
open_space,12.5,-1.4,2.87112,0,0,3,,,11.2,1.4,1.2,10,0.372222,4.4,10,10,7.5,2.5,1.2,1.2,1.4,6.14444,10,10,8.43571,5.8,1.61778,1.22889,2.14889
open_space,11.9,-18.4,0.553999,0,0,3,,,11.5,5.5,1.3,10,0.358333,9.2,10,10,2.5,1.3,1.3,1.5,5.5,9.575,10,10,4.48333,1.69111,1.34222,2.50444,7.95556
