env_type,robot_x,robot_y,robot_theta,has_expert_label,expert_confidence,corridor_width,front_clearance,left_clearance,right_clearance,obstacle_density,sector_0_min,sector_1_min,sector_2_min,sector_3_min,sector_4_min,sector_5_min,sector_6_min,sector_7_min,sector_0_avg,sector_1_avg,sector_2_avg,sector_3_avg,sector_4_avg,sector_5_avg,sector_6_avg,sector_7_avg
open_space,17.3,-9.3,5.07385,1,1,9.6,0,2.6,8.34286,0.2,2.6,2.4,2.6,5.8,9.7,10,10,7,3.87556,2.45778,3.50667,8.78444,9.86,10,10,8.34286
open_space,12.2,-7.6,4.26862,1,0,17.5,0,7.5,10,0,10,8.4,7.5,8,7.4,7.9,10,10,10,9.0875,7.71111,8.905,7.60667,8.75,10,10
open_space,17.6,-13.4,5.97471,1,1,9,0,6.8,2.94889,0.25,2.1,2.4,6.8,10,10,6.6,4.7,2.2,2.15778,3.57111,7.96667,10,10,7.86061,6.22444,2.94889
open_space,3.4,-19.5,1.8603,1,0,10.2,0,0.2,10,0.483333,3.7,0.6,0.2,0.2,0.2,0.4,10,10,5.54651,2.69778,0.32,0.2,0.246667,1.10714,10,10
open_space,4.5,-2.9,6.22327,1,1,12.7,0,2.7,10,0.133333,4.1,2.7,2.7,3.6,4.3,5.7,10,10,6.13077,3.12889,2.93333,4.42444,4.68,7.36667,10,10
open_space,6.9,-19.3,0.368165,1,1,8.3,0,5.07556,0.4,0.461111,10,10,7.4,1.1,0.4,0.4,0.4,0.9,10,10,8.44583,5.07556,0.611111,0.4,0.568889,2.16818
open_space,11.5,-17,4.24859,1,0,9,0,6,4.61556,0.133333,2.7,2.8,6,8.6,10,10,8.9,3,2.77556,3.78,8.08222,9.19412,10,10,9.43333,4.61556
open_space,13.3,-10,4.46449,1,1,16.4,0,6.4,10,0,9.7,6.6,6.4,7.4,9.8,10,10,10,9.80667,7.83889,6.63333,8.48,9.88077,10,10,10
open_space,10.7,-1.9,3.58841,1,0,14.6,0,8.04444,1.9,0.305556,10,10,9.6,4,1.8,1.7,1.9,5,10,10,9.81429,8.04444,2.45778,1.74222,2.75333,6.73
open_space,8.7,-5.7,0.846548,1,1,15.7,0,8.3,8.52667,0,5.5,5.5,8.3,8.5,10,10,10,7.4,6.02222,6.32444,8.95909,9.03103,10,10,10,8.52667
open_space,9,-12.3,0.890275,1,0,18.8,0,8.8,10,0,10,10,8.8,8.8,7.4,7.4,10,10,10,10,9.12353,9.33846,7.98,8.2973,10,10
open_space,8.5,-7,0.875311,1,0,17.3,0,8.3,9.42857,0,6.8,6.8,8.3,8.3,10,10,10,9,7.37111,7.84884,8.78205,8.93667,10,10,10,9.42857
open_space,17.8,-9.9,1.05015,1,1,12,0,10,1.9,0.280556,3.8,10,10,10,7.6,2.2,1.9,2,8.04444,10,10,10,9.68214,3.57111,1.96222,2.51556
open_space,10.7,-17.9,0.59634,1,0,19,0,5.37083,2.2,0.294444,10,10,10,3.2,1.8,1.8,2.2,9,10,10,10,5.37083,2.27111,1.88,3.81111,9.25263
open_space,16.6,-10.2,0.763396,1,0,13.1,0,10,3.1,0,4.3,10,10,10,9.5,4.5,3.1,3.1,6.65152,10,10,10,9.68824,7.81556,3.52,3.42667
open_space,5.4,-15.2,3.76406,1,1,10.7,0,5.5,5.3,0,4.6,4.5,5.5,10,10,9.1,5.3,5.2,5.49778,4.74,7.11429,10,10,9.475,6.45111,5.48444
open_space,6.1,-3.2,3.51097,1,1,15.9,0,9.275,3.2,0,6.3,10,10,8.6,3.3,3,3.2,5.9,7.69118,10,10,9.275,4.79111,3.07778,4.41556,6.05556
open_space,5.4,-4.9,4.02323,1,1,15.2,0,7.64545,5.2,0,8.1,10,10,6.2,4.7,4.7,5.2,5.2,8.94444,10,10,7.64545,5.08222,5.50667,5.62222,6.10444
open_space,18.8,-14.9,2.13825,1,1,8.9,0,3.77778,1.1,0.405556,10,9.1,4.9,1.7,0.9,0.9,1.1,4,10,9.55,6.22222,3.77778,1.15333,0.928889,1.76444,5.8875
open_space,19.6,-0.9,4.94445,1,1,0.4,0,0.1,1.39231,0.711111,0.1,0.1,0.1,0.1,0.7,1.3,10,0.3,0.142222,0.1,0.1,0.431111,0.888889,2.78929,10,1.39231
open_space,15.7,-13.5,4.59373,1,0,10.3,0,4,7.46444,0,6.2,4,4,5.1,10,10,10,6.3,6.54,4.80444,4.26667,6.82414,10,10,10,7.46444
open_space,5.4,-12.2,5.76023,1,0,17.8,0,7.58276,7.5,0,10,10,10,6.1,5.2,5.4,7.5,7.8,10,10,10,7.58276,5.39333,6.82444,7.77778,8.60741
open_space,8.7,-5,1.34262,1,0,13.4,0,8.5,6.27778,0,4.8,5.6,8.5,10,10,10,9.3,4.9,4.98667,7.84667,8.84,10,10,10,9.6,6.27778
open_space,15.4,-3.6,1.96258,1,1,13.4,0,10,3.48444,0,3.7,8.8,10,10,4.7,4.3,3.7,3.4,5.15556,9.2,10,10,6.39286,4.41111,4.58889,3.48444
open_space,10.4,-17.2,6.2746,1,0,13.5,0,10,2.5,0.177778,9.3,10,10,10,3.6,2.5,2.5,3.5,9.52174,10,10,10,5.62,2.82,2.77556,6.61556
open_space,16.8,-6.7,3.26629,1,0,13.7,0,3.10222,6.6,0.0583333,10,10,3.7,2.9,2.9,4.7,6.6,10,10,10,5.63429,3.10222,3.45778,6.33556,7.65349,10
open_space,7.4,-14.8,0.163261,1,0,17.4,0,7.62222,5,0,10,10,9,7.2,6.1,4.9,5,8.4,10,10,9.425,7.62222,7.51556,5.18444,6.01111,9.08571
open_space,18.5,-17.7,4.80225,1,0,3.2,0,1.2,2.16667,0.566667,1.6,1.2,1.2,1.8,10,10,2.6,2,2.01111,1.29556,1.39556,3.71176,10,10,4.49211,2.16667
open_space,18.6,-6.4,6.26149,1,1,7.3,0,6.2,1.24222,0.383333,1.1,1.5,6.2,8.6,10,10,1.6,1.1,1.20889,3.31111,6.85111,9.24444,10,10,3.27297,1.24222
open_space,0.6,-7.1,5.76816,1,1,11.4,0,0.713333,0.8,0.461111,10,8,1.4,0.5,0.4,0.4,0.8,10,10,8.88824,6.01333,0.713333,0.402222,0.513333,1.99643,10
open_space,15.2,-13.7,5.44809,1,0,12.1,0,6.1,6,0,4.5,4.5,6.1,10,10,9.1,6,6,5.19111,4.92,7.6,10,10,9.5,6.92889,6.48889
open_space,17.5,-3.5,5.94412,1,0,5.6,0,3.3,3.19556,0.233333,2.2,2.4,3.3,3.7,9.8,10,5.2,2.3,2.25556,3.2,3.38667,5.38444,9.8,10,7.1,3.19556
open_space,6.3,-11,1.62623,1,1,16.1,0,6.1,10,0,8.3,6.1,6.1,8.7,8.7,10,10,10,9,6.69778,6.99778,9.14737,9.16296,10,10,10
open_space,8.2,-5.7,1.70139,1,0,13.6,0,8.1,5.87556,0,5.5,8,8.1,10,10,10,7,5.5,6.59333,8.50889,8.76,10,10,10,8.23684,5.87556
open_space,13,-1.4,2.77886,1,1,11.3,0,8.3037,1.2,0.369444,3.3,10,10,7.2,3,1.3,1.2,1.3,5.44667,10,10,8.3037,6.03333,1.77778,1.22667,1.87111
open_space,17.3,-10.8,2.47326,1,1,18.9,0,5.68222,3.8,0.2,10,10,8.9,3.1,2.4,2.4,3.8,10,10,10,9.19706,5.68222,2.57111,2.84667,5.804,10
open_space,11.8,-1.5,0.959722,1,0,3.8,0,2.2,2.95333,0.358333,1.3,1.3,2.2,10,10,9.8,7.9,1.6,1.36889,1.59778,4.09286,10,10,9.9,8.34222,2.95333
open_space,13.8,-4,3.2002,1,1,13.7,0,6.46889,3.8,0,10,10,8,5.9,5.1,3.8,3.8,5.7,10,10,8.875,6.46889,6.15111,4.16889,4.36222,7.32
open_space,4.7,-15.3,2.647,1,0,9.6,0,4.4,6.85143,0,4.5,4.7,4.4,4.6,9.2,10,10,5.2,4.64667,5.38444,4.54444,5.99556,9.53333,10,10,6.85143
open_space,13,-9.8,2.76453,1,1,19.9,0,8.31923,9.6,0,10,10,9.9,7.3,6.7,7.3,9.6,10,10,10,9.94,8.31923,6.87556,8.344,9.74118,10
open_space,6.5,-10.5,3.4415,1,0,15.9,0,9.6,6.5,0,6.6,9.2,9.6,10,10,10,7.2,6.3,7.84286,9.405,9.8,10,10,10,8.33043,6.5
open_space,7.7,-9.5,0.594037,1,1,17.7,0,7.7,10,0,9.5,9.3,7.7,7.5,9,10,10,10,9.73636,9.48235,8.51333,7.85333,9.45,10,10,10
open_space,3.5,-7.8,2.79907,1,0,13.2,0,9.7,4.82667,0,3.3,3.6,9.7,10,10,8.1,7.6,3.5,3.38667,5.34444,9.7,10,10,8.90952,7.8,4.82667
open_space,3.7,-3.6,3.0409,1,0,13.5,0,10,3.4,0,3.5,4.5,10,10,5.5,3.4,3.4,3.5,3.75333,6.34839,10,10,7.15263,4.03333,3.65111,4.06222
open_space,6.4,-11.6,0.489421,1,0,16.5,0,6.38667,9.2,0,10,10,6.5,6.2,7,8.1,9.2,10,10,10,7.79714,6.38667,8.63636,8.34667,9.56667,10
open_space,10.5,-10.5,0.336383,1,1,19.2,0,10,9.43256,0,9.7,10,10,10,10,9.2,9.7,9.2,9.86,10,10,10,10,9.43256,9.86,9.43256
open_space,3.7,-3.1,5.78312,1,0,12.9,0,2.9,7.2,0.0611111,10,3.3,2.9,3,3.5,3.6,7.2,10,10,5.16591,2.99333,3.71333,3.61333,4.72889,8.38889,10
open_space,11.5,-7.7,2.30503,1,0,17.5,0,10,7.5,0,10,10,10,10,8.2,8.2,7.5,7.5,10,10,10,10,8.84375,8.73077,8.31316,8.19111
open_space,19.4,-7.7,0.58577,1,0,9.3,0,9,0.3,0.472222,0.4,1.3,9,10,10,0.5,0.3,0.3,0.58,6.75333,9.46667,10,10,1.58125,0.364444,0.3
open_space,5.4,-6.3,5.50004,1,1,16.1,0,6.1,7.3,0,10,8.7,6.1,6.1,5.2,5.2,7.3,10,10,9.24286,6.85778,6.75556,5.85111,5.80889,8.42857,10
open_space,0.8,-9.2,3.72837,1,1,10.6,0,10,0.6,0.438889,0.7,2.8,10,10,9.2,1.1,0.6,0.6,1.20222,5,10,10,9.56667,4.72222,0.748889,0.622222
open_space,18.9,-14.4,4.85718,1,1,6.1,0,0.8,5.64,0.416667,1,0.8,0.8,1.3,10,10,6.7,5.3,1.94,0.846667,0.953333,2.93333,10,10,8.00952,5.64
open_space,3.5,-15.4,0.0369925,1,0,10.9,0,3.64889,4.3,0,10,10,4.6,3.3,3.3,4.3,4.3,6.3,10,10,6.47143,3.64889,3.74667,4.68222,4.88667,7.73889
open_space,3.3,-1.6,5.27469,1,1,11.4,0,1.4,3.7,0.347222,10,2.7,1.4,1.4,1.6,3.1,3.7,10,10,4.6875,1.81333,1.44889,2.47778,3.22,5.58293,10
open_space,18.8,-4.9,4.42124,1,0,10.9,0,0.9,10,0.405556,1.9,0.9,0.9,1,3,5.3,10,10,3.8,1.23111,0.92,1.54889,4.66444,6.90882,10,10
open_space,6.7,-17.1,3.98003,1,1,7.4,0,3.9,5.57556,0.158333,2.6,2.6,3.9,10,10,8.9,6.5,3.5,2.85333,2.97111,5.88929,10,10,9.35714,7.14667,5.57556
open_space,15.3,-3,3.80496,1,0,14.4,0,4.4,3.5,0.102778,10,7.3,4.4,4.4,2.8,2.8,3.5,10,10,8.45833,5.30444,4.63333,3.37111,2.98222,5.52973,10
open_space,11.2,-11.3,5.06419,1,0,17.5,0,9.1,8.63111,0,8.9,8.5,9.1,10,10,10,9.3,8.4,9.51429,8.73556,9.48462,10,10,10,9.65,8.63111
open_space,10.5,-1.5,5.72172,1,0,11.3,0,1.3,10,0.358333,6.1,1.5,1.3,1.3,2.4,10,10,10,9.14444,2.62667,1.35111,1.65778,4.276,10,10,10
open_space,17,-18.1,5.07135,1,0,4.5,0,2.9,1.64,0.455556,1.7,2.7,2.9,6.5,10,4.7,1.8,1.6,2.28,2.76889,3.92889,7.98,10,6.53636,2.58444,1.64
open_space,13.3,-16.1,3.32838,1,0,13.7,0,3.7,10,0,4.4,3.6,3.7,6.3,6.5,10,10,10,6.19118,3.78222,4.48444,6.64222,7.6675,10,10,10
open_space,6.1,-7.8,5.65932,1,0,17.6,0,7.6,10,0,10,9.5,7.6,7.4,5.9,6,10,10,10,9.74,8.05333,8.35556,6.25111,7.22444,10,10
open_space,10.8,-15.3,0.112728,1,0,17,0,10,4.4,0,9,10,10,10,5.7,4.4,4.4,7,9.36818,10,10,10,7.3,4.72889,5.21556,8.89778
open_space,0.3,-5,2.05352,1,0,0.3,0,0.1,2.28,0.494444,0.1,0.1,0.1,0.2,10,10,5.1,0.2,0.106667,0.1,0.126667,0.994444,10,10,6.65,2.28
open_space,7.3,-15.8,4.79431,1,1,13.9,0,10,4.24,0,3.9,6,10,10,9.4,7.1,5.2,3.9,4.54222,7.56111,10,10,9.65,7.72,6.93556,4.24
open_space,17.7,-2.6,3.2041,1,0,6.3,0,2.18444,2.4,0.466667,10,10,2.7,2,2,2.4,2.4,3.6,10,10,4.65946,2.18444,2.29333,2.61778,2.75556,5.55
open_space,2.1,-1.5,4.26141,1,0,6.1,0,2.16889,1.9,0.569444,4.3,10,4.1,1.5,1.3,1.4,1.9,2,6.35,10,5.89091,2.16889,1.32889,1.77333,1.94889,2.68889
open_space,15,-14.6,1.48742,1,0,14.1,0,6.00444,4.7,0,10,10,8,5.1,5.1,4.7,4.7,6.1,10,10,8.84444,6.00444,5.50667,5.51333,5.06889,7.67826
open_space,3.6,-12.6,3.47756,1,0,10.9,0,7.5,3.49333,0,3.6,7.1,7.5,10,10,10,3.8,3.4,4.83778,7.30222,8.47308,10,10,10,5.59773,3.49333
open_space,16.8,-9.1,0.384046,1,0,12.5,0,9.6,2.97111,0.0583333,3.1,7.3,9.6,10,10,8,3.2,2.9,4.35111,8.96889,9.78333,10,10,8.86,4.54444,2.97111
open_space,8.8,-7.8,1.68092,1,1,16.3,0,8.7,8.18,0,7.6,8.6,8.7,10,10,10,9.9,7.6,8.45429,8.98649,9.156,10,10,10,9.95,8.18
open_space,19.3,-18.2,1.01915,1,1,7.2,0,2.98222,0.4,0.647222,0.7,10,6.8,1.8,1.5,0.5,0.4,0.4,1.88,10,8.24,2.98222,1.55556,0.762222,0.406667,0.5
open_space,11,-5.6,4.53397,1,0,18.7,0,6.78444,10,0,10,8.9,8.7,5.5,5.4,6.6,10,10,10,9.33158,9.06512,6.78444,5.67111,7.88261,10,10
open_space,9.2,-4.5,2.94834,1,0,15.2,0,10,4.3,0,9,10,10,10,7.9,4.4,4.3,5.2,9.25,10,10,10,8.75,5.46222,4.50222,7.67333
open_space,16.8,-13.3,1.37965,1,1,13.5,0,7.71538,2.9,0.0583333,10,10,10,6.5,5.3,3,2.9,3.5,10,10,10,7.71538,6.43111,3.66889,3.03111,5.405
open_space,1.3,-17,2.00957,1,0,3.8,0,1.2,4.76316,0.505556,1.2,1.1,1.2,2.7,3,7.9,10,2.6,1.59778,1.12222,1.75111,2.77111,4.34889,8.74,10,4.76316
open_space,9.9,-14.5,5.27289,1,0,15.2,0,10,5.4,0,6.1,9.8,10,10,10,9.7,5.4,5.2,7.55926,9.876,10,10,10,9.81,6.78222,5.40667
open_space,13.6,-8.8,6.27179,1,0,14.7,0,8.6,6.90667,0,6.1,8.5,8.6,10,10,10,8.9,6.1,6.78,9.09487,9.03437,10,10,10,9.41429,6.90667
open_space,3.9,-9.6,0.364788,1,1,14.1,0,3.79333,10,0,10,9.4,4.1,3.7,4,9,10,10,10,9.59756,5.86591,3.79333,5.43556,9.4,10,10
open_space,1.9,-11.6,3.08665,1,1,9.8,0,8.1,1.95778,0.308333,1.7,2.3,8.1,10,10,10,2.6,1.7,1.84889,4.61778,8.645,10,10,10,4.56875,1.95778
open_space,15.5,-15.1,3.95439,1,0,10.6,0,4.2,7.85789,0,4.6,4.6,4.2,4.2,6.1,10,10,6.4,5.10444,5.16889,4.66667,4.75111,7.57368,10,10,7.85789
open_space,6.3,-11,1.24389,1,1,16.1,0,6.1,10,0,10,6.5,6.1,6.8,8.7,9.7,10,10,10,7.78824,6.26889,8.49474,8.94667,9.85,10,10
open_space,2,-2.7,4.6898,1,1,6.2,0,2.84,1.8,0.475,10,10,3.7,2.5,2.5,1.8,1.8,2.5,10,10,5.64828,2.84,2.68667,2.04,1.98444,4.43784
open_space,1.8,-8.6,4.38817,1,0,11.8,0,9.39286,1.6,0.322222,4.9,10,10,8.9,3.7,1.7,1.6,1.8,6.72,10,10,9.39286,7.42889,2.27778,1.64222,2.64667
open_space,3.6,-11.7,3.21562,1,0,11.4,0,8,3.7,0,3.4,5.2,8,10,10,10,4.5,3.4,3.94,7.51111,8.71765,10,10,10,6.37586,3.7
open_space,14.3,-0.7,4.80101,1,0,10.6,0,0.533333,10,0.45,7.1,5.4,0.6,0.5,0.5,0.8,10,10,8.3,5.85556,1.45111,0.533333,0.571111,1.98947,10,10
open_space,16.7,-12.5,3.89349,1,1,13,0,3,10,0,7.2,4.5,3,3,4.1,10,10,10,8.1,6.63111,3.43111,3.3,5.99,10,10,10
open_space,8.2,-16.8,4.43216,1,1,13,0,10,3.96889,0.0583333,2.9,3.3,10,10,10,8.4,6.1,3,2.98889,5.16,10,10,10,9.05238,7.93778,3.96889
open_space,12.3,-3.1,4.55845,1,0,15,0,3.57556,10,0.0583333,10,7.5,5,2.9,2.9,3.6,10,10,10,8.38788,7.08889,3.57556,3.06,5.53158,10,10
open_space,18.1,-10.1,1.75125,1,1,12.8,0,9.7,1.6,0.322222,10,10,10,9.6,2,1.6,1.6,2.8,10,10,10,9.7,3.59333,1.68222,1.97556,6.93778
open_space,18.9,-3.6,3.88056,1,1,10.8,0,0.8,4.6,0.416667,10,1.2,0.8,0.8,1.1,3.4,4.6,10,10,2.79737,0.913333,0.864444,2.09556,3.72,6.48966,10
open_space,17.6,-17.6,1.37836,1,0,6.3,0,2.66222,2.1,0.5,10,10,3.8,2.1,2.1,2.1,2.1,2.5,10,10,5.90455,2.66222,2.19333,2.50889,2.19333,4.41778
open_space,1.8,-2.1,0.427261,1,1,6.4,0,1.63778,6.50769,0.55,2,1.9,1.7,1.6,1.8,4.5,10,4.7,2.81556,1.94667,2.08444,1.63778,2.52444,6.36667,10,6.50769
open_space,10.8,-17.6,4.66139,1,0,11,0,8.9,2.41778,0.25,2.1,2.8,8.9,10,10,10,3.2,2.1,2.29111,5.53556,9.22258,10,10,10,5.22,2.41778
open_space,4.3,-19,2.01789,1,1,10.5,0,0.7,9.8,0.427778,4.4,1.6,0.7,0.7,0.8,2,10,9.8,5.96222,3.54444,1.00222,0.706667,1.11556,3.875,10,9.8
open_space,6.7,-9.4,6.20574,1,0,19.2,0,7.63111,10,0,10,9.2,9.2,6.5,6.5,8.5,10,10,10,9.54737,9.43103,7.63111,7.03333,9.22,10,10
open_space,6.7,-17.4,6.16224,1,0,12.9,0,7.66667,2.3,0.219444,10,10,10,6.6,3.8,2.3,2.3,2.9,10,10,10,7.66667,5.92222,2.76222,2.44889,4.78205
open_space,10.4,-5.6,1.04812,1,0,16.3,0,10,8.16857,0,5.4,5.6,10,10,10,10,9.3,6.3,5.60222,7.02558,10,10,10,10,9.48649,8.16857
open_space,6.4,-17.2,5.93289,1,0,12.8,0,7.86452,2.5,0.180556,7.2,10,10,6.6,6.1,2.7,2.5,2.8,8.23333,10,10,7.86452,6.34,3.68222,2.56222,4
open_space,18.1,-3.5,0.682168,1,0,5.8,0,4.2,1.6,0.319444,2,3.3,4.2,10,10,2.6,1.6,1.6,2.98222,3.53778,6.075,10,10,4.60667,1.89778,1.70889
open_space,8.8,-4.9,0.344529,1,0,15,0,5,10,0,5.2,4.7,5,8.6,9.1,10,10,10,6.89189,4.82889,6.72889,8.84667,9.525,10,10,10
open_space,6.1,-6.1,0.748057,1,0,14.7,0,5.9,9.4,0,5.9,5.9,5.9,5.9,8,10,10,8.8,6.76667,6.48889,6.74444,6.48889,8.90833,10,10,9.4
open_space,2.2,-5.9,3.67328,1,1,12,0,10,2.06444,0.266667,2.3,7.8,10,10,5.9,4,2.1,2,3.71556,8.75,10,10,7.31951,5.55111,2.66222,2.06444
open_space,7.9,-16.1,5.23716,1,1,13.6,0,10,3.7,0,4.2,10,10,10,8,7.4,3.7,3.6,6.025,10,10,10,8.82,7.88222,4.83778,3.72222
open_space,11.2,-10.2,2.60975,1,1,19.5,0,9.5,10,0,10,10,9.5,9.8,8.5,8.8,10,10,10,10,9.64242,9.93333,8.83333,9.29444,10,10
open_space,18.2,-5.1,4.92698,1,1,9,0,1.5,8.23333,0.333333,1.8,1.5,1.5,2.7,5,9,10,7.5,3.1,1.56222,1.9,4.46889,6.24444,9.4,10,8.23333
open_space,4.1,-15.8,4.93866,1,1,13.9,0,10,4,0,4,7.3,10,10,4.6,3.9,4,3.9,5.00889,8.45,10,10,6.44571,4.06667,4.66667,4.06667
open_space,8.5,-2.2,1.38,1,0,10.3,0,8.3,2.53111,0.263889,2,2.4,8.3,10,10,10,3.6,2,2.09111,4.19556,8.7,10,10,10,5.58636,2.53111
open_space,5.7,-7.3,1.20666,1,1,13.1,0,5.5,8.60833,0,7.1,5.9,5.5,6,10,10,10,7.6,7.29111,7.43778,5.64444,7.43636,10,10,10,8.60833
open_space,6.8,-14.7,3.25211,1,0,11.6,0,5,7.1,0,6.5,5,5,8,10,10,8.6,6.6,7.21778,5.37556,5.91778,8.81111,10,10,9.23,7.1
open_space,3,-11.8,0.972541,1,1,12.8,0,2.8,10,0.102778,10,3.4,2.8,2.8,4.9,8,10,10,10,5.30769,2.94,3.48889,7.41556,8.77857,10,10
open_space,8.3,-11.8,4.4979,1,0,18.1,0,10,8.1,0,7.9,9.4,10,10,10,8.3,8.1,8.1,8.23778,9.66667,10,10,10,9.01667,8.44444,8.96552
open_space,12.6,-6.3,3.40758,1,1,18.3,0,7.36,6.3,0,10,10,8.3,7.1,7.1,6.1,6.3,10,10,10,9.02,7.36,8.07556,6.32444,7.6,10
open_space,18.3,-12.4,1.66676,1,1,11.8,0,7.89556,1.4,0.344444,10,10,9.6,7.3,1.8,1.4,1.4,2.2,10,10,9.8,7.89556,3.73333,1.51111,1.63556,4.03437
open_space,12.7,-7.2,6.26254,1,1,14,0,7,7.92045,0,7,7,7,9.7,10,10,10,7,7.74,7.95778,7.74,9.83333,10,10,10,7.92045
open_space,14.5,-4,2.9665,1,1,13.9,0,6.51111,3.8,0,10,10,9.3,5.3,5.2,3.9,3.8,4.6,10,10,9.53333,6.51111,5.46889,4.75333,3.99333,6.48235
open_space,1.1,-15.8,1.49392,1,0,10.9,0,0.9,10,0.405556,1.4,0.9,0.9,1.2,3.9,5.1,10,10,2.97714,1.04667,0.966667,2.27333,4.21778,6.84444,10,10
open_space,8.8,-4.8,3.86721,1,0,18.6,0,8.28571,6.1,0,10,10,10,7,4.6,4.6,6.1,8.6,10,10,10,8.28571,5.33333,5.00889,8.32889,9
open_space,17.3,-13.5,3.14989,1,1,13.4,0,2.68444,10,0.2,8.8,6.2,3.4,2.4,2.4,3.4,10,10,9.34286,6.94889,5.38889,2.68444,2.68222,5.32258,10,10
open_space,16,-0.9,5.21132,1,1,8.6,0,0.7,8.88571,0.427778,3.9,1.5,0.7,0.7,0.8,2.4,10,7.9,5.09111,3.12222,0.946667,0.713333,1.20222,4.26154,10,8.88571
open_space,4.7,-6.5,5.9399,1,1,16.3,0,6.18222,10,0,10,6.7,6.3,4.8,4.5,5,10,10,10,7.93871,6.47111,6.18222,4.61778,6.66667,10,10
open_space,1.7,-0.3,2.60467,1,0,3,0,2.9,0.1,0.663889,0.1,1.5,2.9,10,0.3,0.1,0.1,0.1,0.737778,1.95333,4.94348,10,0.676923,0.137778,0.1,0.1
open_space,18.9,-6.5,5.09837,1,0,3,0,0.9,3.97647,0.416667,0.9,0.8,0.9,2,6.8,10,10,2.1,1.23111,0.808889,1.18889,5.26444,8.03333,10,10,3.97647
open_space,2.3,-7.9,2.14194,1,0,6.4,0,2.5,6.87111,0.25,2.2,2.1,2.5,9.7,10,10,7.9,3.9,2.70444,2.18222,4.21556,9.7,10,10,8.7,6.87111
open_space,3.9,-10.3,4.52272,1,1,14.5,0,10,3.7,0,9.4,10,10,10,6.7,3.8,3.7,4.5,9.55,10,10,10,8.025,4.68222,3.87333,7
open_space,1.8,-4.4,3.37826,1,1,11.6,0,10,1.66,0.322222,1.6,3,10,10,5,4.2,1.9,1.6,2.06889,5.05652,10,10,6.75,4.37333,2.98444,1.66
open_space,14.5,-12.5,3.74159,1,1,15.3,0,5.3,10,0,7.3,7.2,5.3,5.2,6.3,10,10,10,8.29394,7.54889,6.54667,5.45111,7.716,10,10,10
open_space,15.4,-13.3,0.993664,1,1,14.4,0,8.67647,4.3,0,7.8,10,10,7.7,6.4,5.2,4.3,4.4,8.7125,10,10,8.67647,6.70444,6.58,4.50444,5.45333
open_space,6.9,-2.5,4.26306,1,1,14.3,0,3.85111,5.2,0.216667,10,10,7.2,2.6,2.3,2.4,5.2,7.1,10,10,8.43333,3.85111,2.36,3.26222,6.68,8.22
open_space,8.6,-19.2,2.40925,1,1,10.5,0,0.5,10,0.452778,8.4,0.7,0.5,0.5,0.7,10,10,10,8.88333,1.75333,0.54,0.562222,1.92,10,10,10
open_space,6.3,-11.6,0.0380006,1,0,18.4,0,6.74667,8.1,0,10,10,8.4,6.1,6.1,8.1,8.1,10,10,10,9.07778,6.74667,6.93333,8.77273,8.74571,10
open_space,14.1,-12,6.26862,1,0,15.6,0,10,6.34889,0,5.6,7.8,10,10,10,7.7,7.7,5.6,6.20667,8.78462,10,10,10,8.45128,8.32222,6.34889
open_space,14.2,-2.5,5.09479,1,1,12.5,0,2.35556,10,0.219444,6,5.5,2.5,2.3,2.5,5.8,10,10,7.42727,5.64444,3.60444,2.35556,3.44444,7.52727,10,10
open_space,13.8,-3.6,1.03725,1,0,10.6,0,6.6,5.49333,0,3.4,3.5,6.6,10,10,6.9,5.9,4,3.52889,4.46222,7.92727,10,10,8.14783,6.12667,5.49333
open_space,11.7,-7.2,3.75905,1,0,18.1,0,8.1,8.6,0,10,10,8.1,8,7.1,7,8.6,10,10,10,8.83704,8.42889,8.22895,7.37333,9.20909,10
open_space,0.7,-9.2,3.8382,1,0,10.5,0,10,0.5,0.45,0.6,5.1,10,10,9.1,0.8,0.5,0.5,1.34889,6.63333,10,10,9.42857,3.26222,0.577778,0.531111
open_space,12.4,-13,4.8784,1,1,14.1,0,7.4,7.08889,0,6.8,7.3,7.4,10,10,10,8.3,6.7,8.06444,7.72667,8.34571,10,10,10,9.03333,7.08889
open_space,9.2,-0.9,0.750171,1,0,1.9,0,0.9,2.47949,0.430556,0.7,0.7,0.9,9,10,10,10,1,0.793333,0.762222,2.44222,9.30345,10,10,10,2.47949
open_space,3.7,-6.9,2.73312,1,0,12.5,0,8.7,5.38667,0,3.5,3.8,8.7,10,10,7.4,6.7,3.8,3.58667,5.21778,9.3,10,10,8.3875,6.87778,5.38667
open_space,13.2,-1.6,3.13149,1,0,11.3,0,7.35333,1.4,0.344444,10,10,9.4,6.5,2,1.4,1.4,1.9,10,10,9.7,7.35333,4.24444,1.57778,1.54889,3.70789
open_space,10.8,-19.6,6.16757,1,0,10.1,0,10,0.1,0.494444,0.5,10,10,10,0.1,0.1,0.1,0.1,7.7,10,10,10,0.534211,0.1,0.1,0.171111
open_space,4,-12.6,5.4999,1,0,17.1,0,7.19565,5.4,0,10,10,10,5.4,3.8,3.8,5.4,7.1,10,10,10,7.19565,4.27111,4.24444,7.03778,7.94222
open_space,17.5,-7.4,3.98484,1,0,12.2,0,2.2,10,0.233333,10,3,2.2,2.2,3.3,7.2,10,10,10,4.88571,2.40889,2.52444,5.82667,8.11905,10,10
