env_type,robot_x,robot_y,robot_theta,has_expert_label,expert_confidence,corridor_width,front_clearance,left_clearance,right_clearance,obstacle_density,sector_0_min,sector_1_min,sector_2_min,sector_3_min,sector_4_min,sector_5_min,sector_6_min,sector_7_min,sector_0_avg,sector_1_avg,sector_2_avg,sector_3_avg,sector_4_avg,sector_5_avg,sector_6_avg,sector_7_avg
open_space,14.6,-9.5,2.33073,1,1,19.3,0,8.61538,7,0,10,10,10,7.5,5.1,5.1,7,9.3,10,10,10,8.61538,5.80667,5.62667,8.97838,9.52083
open_space,9.6,-9.1,2.25865,1,1,18.9,0,10,9,0,9.5,9.4,10,10,10,10,9,8.9,9.70667,9.56296,10,10,10,10,9.37727,9.2
open_space,2.3,-6,5.08871,1,0,11.6,0,5.94444,2.3,0.25,10,10,6.4,5.8,2.3,2.1,2.3,5.2,10,10,7.72258,5.94444,3.32,2.15111,3.11778,6.975
open_space,6.2,-16.6,4.40713,1,0,13.3,0,10,4.35333,0,3.1,3.5,10,10,10,6.3,6,3.3,3.18889,5.30889,10,10,10,7.60571,6.17778,4.35333
open_space,8.2,-17.9,0.962903,1,0,18,0,4.01556,3.1,0.294444,10,9.9,8,2.2,1.8,1.8,3.1,10,10,9.95,8.44,4.01556,1.89333,2.21778,5.116,10
open_space,12.9,-5.2,4.76556,1,0,16.8,0,5.49778,10,0,9.3,6.8,6.8,5,5,7.5,10,10,9.6,7.47556,7.37556,5.49778,5.73111,8.57692,10,10
open_space,7.7,-15.1,3.53332,1,0,12.5,0,5,7.7,0,5,4.6,5,10,10,10,8.2,7.5,6.75556,4.71556,6.60976,10,10,10,8.96316,7.7
open_space,6.4,-13.1,2.45767,1,0,14.7,0,6.6,8.90833,0,6.2,6.2,6.6,6.6,10,10,10,8.1,6.69333,7.25778,7.12889,7.71818,10,10,10,8.90833
open_space,13.3,-1.1,1.97433,1,0,10.9,0,10,0.913333,0.405556,1,2.3,10,10,6.9,2.3,1,0.9,1.36444,4.49444,10,10,8.1,5.55333,1.35778,0.913333
open_space,11.3,-19.6,3.91831,1,0,0.2,0,0.1,0.422727,0.494444,0.1,0.1,0.1,5.8,10,10,10,0.1,0.1,0.1,0.291111,8.81471,10,10,10,0.422727
open_space,9.2,-1.3,1.30341,1,1,5.1,0,4,1.47556,0.383333,1.1,1.3,4,10,10,10,2.2,1.1,1.12667,1.97778,8.5,10,10,10,4.16087,1.47556
open_space,11.4,-17.8,2.58925,1,1,11.9,0,1.9,10,0.280556,8.7,2.2,1.9,2,3.6,8.5,10,10,9.05,3.79333,1.97333,2.44889,7.02,9.13636,10,10
open_space,2.3,-8.4,3.71655,1,1,12.1,0,10,2.18222,0.25,2.5,9.9,10,10,8.4,3.9,2.2,2.1,4.24667,9.9,10,10,9.06522,7.15333,2.7,2.18222
open_space,5.7,-12.9,4.44839,1,1,16.3,0,10,5.5,0,6.8,7.8,10,10,10,5.7,5.5,6.3,7.03333,8.73889,10,10,10,7.12683,5.68889,7.52
open_space,17.1,-1,5.4043,1,0,4.9,0,0.8,6.0375,0.538889,2.6,1.3,0.8,0.8,1,8.1,10,4.1,3.07111,2.18667,0.933333,0.855556,2.17778,9,10,6.0375
open_space,16,-15.1,2.98518,1,1,14.6,0,4.54444,10,0,8,4.7,4.6,3.8,3.7,4.6,10,10,8.7875,5.68667,4.85778,4.54444,3.90222,6.37576,10,10
open_space,17.8,-8.5,1.59209,1,0,12.7,0,10,1.9,0.280556,8.3,10,10,10,2.7,1.9,1.9,2.7,8.86176,10,10,10,4.60286,2.11333,2.13333,5.58444
open_space,14.9,-9.1,1.96123,1,0,18.9,0,10,5.2,0,9.6,10,10,10,5.2,4.8,5.2,8.9,9.8,10,10,10,6.87692,4.92889,7.14889,9.13333
open_space,12,-6.5,1.77866,1,0,16.3,0,10,6.59778,0,6.4,10,10,10,9.3,7.7,7.6,6.3,7.655,10,10,10,9.64286,8.06667,8.61556,6.59778
open_space,12.9,-6.7,3.36719,1,1,18.1,0,7.09778,6.7,0,10,10,8.1,6.8,7,6.5,6.7,10,10,10,8.92667,7.09778,8.03111,6.78444,7.81081,10
open_space,18.3,-8.2,4.37849,1,1,11.4,0,1.4,10,0.347222,3.3,1.5,1.4,1.6,4.2,8.9,10,10,5.41667,2.00889,1.43111,2.28,7.62889,9.38333,10,10
open_space,4,-6,3.70812,1,1,13.8,0,10,3.9,0,4.5,10,10,10,6,5.8,3.9,3.8,6.29167,10,10,10,7.3119,6.04,4.92222,3.95778
open_space,4.2,-11.3,3.27588,1,0,12.5,0,8.5,4.27111,0,4,6.6,8.5,10,10,10,5.1,4,4.80444,8.36889,9.05,10,10,10,6.84828,4.27111
open_space,5.1,-7.1,1.81319,1,1,11.9,0,5,7.18222,0,5.8,4.9,5,9.4,10,10,8.1,6.9,7.21556,5.09778,6.38667,9.7,10,10,8.92667,7.18222
open_space,11,-8.3,3.11025,1,0,20,0,9.16429,8.1,0,10,10,10,8.7,8.7,8.1,8.1,10,10,10,10,9.16429,9.09062,8.73824,8.67949,10
open_space,7.6,-5,5.13515,1,1,15.2,0,4.92444,8.1,0,10,10,5.2,4.8,5.3,7.4,8.1,10,10,10,6.7325,4.92444,6.98889,7.59556,8.90526,10
open_space,11,-6.5,1.31918,1,0,16.5,0,10,7.73889,0,6.3,7.3,10,10,10,9,8.7,6.5,6.52667,8.39048,10,10,10,9.44,9.01333,7.73889
open_space,1.4,-6.2,1.19154,1,1,7.7,0,1.2,7.79355,0.369444,3.1,1.3,1.2,1.3,3.2,10,10,6.5,5.60667,1.80667,1.22667,1.83111,5.3375,10,10,7.79355
open_space,13.8,-1.3,6.22188,1,0,7,0,1.1,6.85556,0.383333,1.7,1.1,1.1,1.5,10,10,9.1,5.9,3.82,1.26889,1.19111,3.06977,10,10,9.46,6.85556
open_space,10,-10.4,2.12864,1,1,19.6,0,9.48333,10,0,10,9.8,9.6,9.3,10,9.7,10,10,10,9.876,9.78889,9.48333,10,9.8069,10,10
open_space,13.7,-6.6,5.80243,1,0,13.2,0,6.4,8.044,0,6,6.3,6.4,6.7,10,10,10,6.8,6.18889,7.44444,6.6,7.92647,10,10,10,8.044
open_space,1,-8.5,0.229916,1,1,10.9,0,0.826667,10,0.416667,9.9,3.6,0.9,0.8,0.8,1.5,10,10,9.95,8.12889,1.57778,0.826667,1.01556,3.17857,10,10
open_space,13.6,-6.2,3.50084,1,0,16.7,0,6.26444,6.4,0,10,10,6.7,6.1,6.5,6,6.4,10,10,10,8.01429,6.26444,7.35778,6.16444,7.68788,10
open_space,0.5,-8.8,1.61602,1,1,8.9,0,0.3,9.02121,0.472222,0.4,0.3,0.3,0.4,10,10,10,8.6,1.05556,0.32,0.331111,1.15122,10,10,10,9.02121
open_space,18.5,-10.7,4.42979,1,1,10.6,0,1.2,9.69,0.369444,2.5,1.3,1.2,1.4,4.2,10,10,9.4,6.88,1.63778,1.22889,2.10889,6.09,10,10,9.69
open_space,9.7,-16.4,4.44615,1,0,13.4,0,10,4.45556,0,3.3,3.8,10,10,10,9.9,6.8,3.4,3.40889,5.66429,10,10,10,9.93333,9.3,4.45556
open_space,16.1,-1.2,1.275,1,1,4.3,0,3.3,1.37556,0.391667,1,1.1,3.3,10,7.9,3.8,2.1,1,1.02,1.71111,5.35,10,8.81429,5.01111,3.39556,1.37556
open_space,12.1,-14.6,5.11203,1,0,13.3,0,8.2,5.23556,0,5.5,7.6,8.2,10,10,10,5.5,5.1,7.26667,7.79556,9.01053,10,10,10,7.07838,5.23556
open_space,17.1,-17.5,4.04368,1,0,5.4,0,2.6,4.78205,0.391667,2.2,2.2,2.6,2.6,4.2,10,10,2.8,2.36,2.60444,2.78889,3.08667,6.12917,10,10,4.78205
open_space,7.1,-0.3,4.97046,1,1,10.1,0,0.1,7.1,0.494444,10,0.3,0.1,0.1,0.1,0.1,7.1,10,10,0.8,0.135556,0.1,0.1,2.59111,8.15937,10
open_space,8.8,-13.1,6.11937,1,1,18.1,0,9.24286,6.6,0,10,10,10,8.7,8.6,6.7,6.6,8.1,10,10,10,9.24286,8.95122,7.81538,6.95778,8.95
open_space,16.1,-17.8,0.141037,1,1,13.1,0,10,1.9,0.280556,3.6,6,10,10,2.4,1.9,1.9,3.1,4.34667,7.62353,10,10,4.27619,2.02,2.28444,3.67333
open_space,16.4,-16.7,4.14712,1,0,6.9,0,3.3,5.48,0,3,3.1,3.3,3.4,6.1,10,10,3.6,3.12889,3.67333,3.44444,4.22444,7.67857,10,10,5.48
open_space,15.3,-4.5,0.611558,1,0,9.6,0,5.2,4.5,0,4.4,4.3,5.2,10,10,7.8,4.5,4.4,5.14889,4.52222,6.91333,10,10,8.78889,5.5,4.62667
open_space,1.2,-12.3,3.90987,1,1,11,0,10,1,0.391667,1.4,7.4,10,10,10,1.4,1,1,3.30444,8.15455,10,10,10,3.07368,1.12444,1.09778
open_space,1.2,-1.2,4.39469,1,0,3.3,0,1.41111,1,0.644444,3.1,10,2.2,1.1,1,1.1,1,1.1,5.04615,10,4.24286,1.41111,1.02,1.20667,1.02,1.65778
open_space,10.4,-7.4,1.91697,1,0,17.2,0,10,7.40222,0,7.7,10,10,10,10,9.3,8,7.2,8.6,10,10,10,10,9.5119,9.01818,7.40222
open_space,9.8,-16.5,2.74333,1,1,13.2,0,3.2,10,0,8.8,3.5,3.2,3.5,8.2,10,10,10,9.70263,4.99556,3.28,4.83333,9.744,10,10,10
open_space,14.1,-4.1,4.99702,1,0,14.5,0,4.02889,10,0,6.4,5.6,4.5,3.9,4.1,8.1,10,10,7.8037,5.79111,5.73778,4.02889,5.27556,8.97143,10,10
open_space,13.9,-8.6,4.06838,1,1,15.8,0,5.8,10,0,10,7.3,5.8,5.9,8.4,8.5,10,10,10,8.5,6.17778,7.01333,8.86744,9.06538,10,10
open_space,13.1,-6.1,4.54519,1,1,16.6,0,6.6,10,0,10,6.7,6.6,6,5.9,7.2,10,10,10,7.83077,6.95111,7.18,6.21333,8.34211,10,10
open_space,6.7,-11,3.06597,1,1,15.2,0,8.7,7.62222,0,6.5,8.6,8.7,10,10,10,10,6.5,7.03333,9.20857,9.06857,10,10,10,10,7.62222
open_space,4.1,-14.9,1.10076,1,0,13.9,0,3.9,10,0,10,4.4,3.9,4.1,4.8,5,10,10,10,6.185,4.01556,5.07111,4.94,6.62273,10,10
open_space,7.9,-10.5,2.39827,1,0,19.2,0,9.2,10,0,7.7,7.7,9.2,9.2,10,10,10,10,8.37857,8.43947,9.45769,9.5,10,10,10,10
open_space,19.4,-15.6,2.24839,1,0,6.5,0,1.74444,0.4,0.472222,10,6.7,4.1,0.5,0.3,0.3,0.4,2.4,10,7.96429,4.89556,1.74444,0.34,0.311111,0.722222,3.98
open_space,19.6,-6.3,5.98706,1,0,0.3,0,0.2,0.104444,0.494444,0.1,0.1,0.2,6.9,10,10,0.2,0.1,0.1,0.128889,4.18222,8.112,10,10,0.466667,0.104444
open_space,14.4,-9,1.66767,1,0,18.3,0,10,5.3,0,8.8,10,10,10,6.9,5.3,5.3,8.3,9.28333,10,10,10,8.17222,5.73111,6.22667,9.11429
open_space,15.7,-17,3.71447,1,1,8.3,0,3.2,6.90588,0.133333,2.8,2.7,3.2,4,4.8,10,10,5.1,3.47778,2.80889,4.09111,4.16889,6.47941,10,10,6.90588
open_space,3.3,-16.4,6.10597,1,1,9.5,0,3.88222,3.3,0,10,10,5.5,3.2,3.1,3.4,3.3,4,10,10,7.3,3.88222,3.25111,3.86,3.46444,5.92703
open_space,8.5,-6.2,1.45234,1,0,14.4,0,8.3,7.22889,0,6,7.6,8.3,10,10,10,9.9,6.1,6.4,8.86512,8.75714,10,10,10,9.9,7.22889
open_space,11.3,-7.9,4.53501,1,0,18.4,0,8.4,10,0,10,8.6,8.4,7.8,7.7,9.4,10,10,10,9.14348,8.8,8.63103,8.09556,9.68333,10,10
open_space,14,-6.6,2.06464,1,1,16.4,0,10,6.5,0,7.3,10,10,10,6,5.7,6.5,6.4,8.38261,10,10,10,7.33947,5.87556,7.38444,6.59778
open_space,5.5,-15.3,0.211755,1,0,14.5,0,5.54444,4.5,0,10,10,6.4,5.3,5.3,4.4,4.5,8.1,10,10,7.788,5.54444,5.95333,4.60444,5.58889,8.9875
open_space,2.8,-2.4,5.36939,1,0,12.2,0,2.2,3.3,0.391667,10,3.7,2.2,2.2,2.6,2.6,3.3,10,10,5.708,2.66222,2.33556,2.93111,2.76222,5.20526,10
open_space,13.5,-13.9,2.36997,1,1,15.8,0,5.8,8.9,0,10,8.2,5.8,5.8,6.2,6.2,8.9,10,10,8.99,6.48889,6.51333,6.92444,6.96222,9.41429,10
open_space,1.1,-5.2,2.9637,1,0,5.8,0,4.9,1.11778,0.405556,0.9,1.1,4.9,10,8.9,5.1,1.6,0.9,0.94,1.91778,6.73333,10,9.44,6.27111,3.70222,1.11778
open_space,2.9,-1.1,0.2818,1,0,4.2,0,0.9,5.43636,0.519444,1,0.9,0.9,1.8,2.8,5.5,10,3.3,1.61556,0.922222,1.2,2.60222,3.64,7.26429,10,5.43636
open_space,8.3,-6.8,4.94494,1,1,17.8,0,6.88222,8.3,0,10,10,7.8,6.6,6.8,8.1,8.3,10,10,10,8.76471,6.88222,8.09,8.44444,9.01667,10
open_space,12.4,-10.5,2.35483,1,0,19.2,0,9.2,10,0,10,10,9.2,9.2,7.3,7.3,10,10,10,10,9.47391,9.45417,8.13023,8.10455,10,10
open_space,6.5,-9.1,2.16941,1,0,16.5,0,7.6,9.1,0,6.4,6.3,7.6,10,10,10,9.1,8.9,7.6275,6.60667,8.65,10,10,10,9.49412,9.17436
open_space,11.5,-17.1,4.32761,1,0,9.6,0,6.8,3.98667,0.158333,2.6,2.8,6.8,8.9,10,10,6.9,2.8,2.66222,3.98444,8.28444,9.41538,10,10,8.225,3.98667
open_space,8.1,-9.8,4.51256,1,0,19.5,0,9.92,7.9,0,9.9,10,10,9.8,9.6,8.1,7.9,9.5,9.94,10,10,9.92,9.71034,8.82308,8.26444,9.72
open_space,5.9,-11.1,4.67241,1,1,17.7,0,10,5.7,0,8.6,10,10,10,8.5,5.7,5.7,7.7,9.02059,10,10,10,9.2125,6.55111,6.25556,8.96341
open_space,12.8,-19.5,6.25441,1,1,10.3,0,10,0.2,0.483333,5.3,9.5,10,10,0.3,0.2,0.2,0.3,7.57778,9.725,10,10,0.854762,0.213333,0.202222,0.651111
open_space,13.2,-12.3,3.03349,1,0,17.4,0,7.4,10,0,10,7.5,7.4,6.6,6.5,8.3,10,10,10,8.33333,7.92667,7.73778,6.95778,9.1,10,10
open_space,13.6,-2.7,2.24946,1,0,12.5,0,9.9,2.5,0.180556,3.2,10,10,9.9,6.1,4,2.5,2.5,5.07838,10,10,9.9,7.28222,5.78889,2.98444,2.67556
open_space,15.8,-10.9,2.8815,1,0,18,0,5.23778,10,0,10,9.1,8,4.1,3.9,4.5,10,10,10,9.54286,8.95556,5.23778,4.03111,6.30789,10,10
open_space,7.3,-10.7,3.83125,1,0,17.1,0,10,7.1,0,9.1,9,10,10,10,10,7.1,7.1,9.47037,9.2625,10,10,10,10,8.08718,7.63111
open_space,11.9,-13.8,0.620494,1,1,17.8,0,10,7.2,0,9.6,10,10,10,6,5.9,7.2,7.8,9.775,10,10,10,7.26364,6.21778,8.47778,8.22
open_space,14.7,-3.8,5.2202,1,0,13.8,0,3.71333,10,0,5.2,5,3.8,3.6,4.1,10,10,10,6.76136,5.16222,4.78444,3.71333,5.98049,10,10,10
open_space,14.2,-10.6,4.04948,1,0,15.5,0,5.5,10,0,9.1,7.1,5.5,5.5,8.9,10,10,10,9.35,8.89189,5.89333,6.56444,9.34,10,10,10
open_space,6.7,-14.3,1.57212,1,0,16.5,0,6.07333,10,0,9.3,6.5,6.5,5.4,5.4,7.6,10,10,9.6,7.31111,7.18,6.07333,6.03111,8.65385,10,10
open_space,17.2,-5.9,5.02654,1,1,11,0,2.6,8.93333,0.180556,2.8,2.5,2.6,5.4,6,10,10,8.4,4.32444,2.57333,3.46889,5.82,7.36053,10,10,8.93333
open_space,1.4,-4.6,3.10841,1,0,11.2,0,10,1.36444,0.369444,1.2,1.6,10,10,6.5,4.4,1.8,1.2,1.31556,3.3561,10,10,7.95882,5.03333,3.34444,1.36444
open_space,13.4,-14.8,3.74732,1,0,14.7,0,5.9,9.28,0,5,4.9,5.9,6.3,7.7,10,10,8.8,6.16,5.14444,6.90889,6.61556,8.63529,10,10,9.28
open_space,2.2,-2.9,4.00548,1,1,12,0,5.59412,2,0.4,3.1,10,10,3.6,2.7,2.7,2,2,5.1,10,10,5.59412,2.93333,2.92889,2.16889,2.31333
open_space,2.9,-3.6,5.60201,1,0,13.4,0,3.4,4.3,0.130556,10,4.4,3.4,3.4,2.7,2.7,4.3,10,10,6.31613,3.66222,3.76222,2.90889,3.18222,6.18333,10
open_space,16.6,-14.6,0.276555,1,0,13.1,0,10,3.20222,0,3.2,6.3,10,10,5.9,5.1,3.6,3.1,4.15778,7.8,10,10,7.41667,5.27778,4.84444,3.20222
open_space,10.5,-10.3,0.0963664,1,0,19.2,0,10,9.4,0,9.2,10,10,10,10,9.4,9.4,9.2,9.55263,10,10,10,10,9.57692,9.6875,9.43103
open_space,6.4,-14.9,1.73465,1,0,16,0,5.08444,10,0,7.7,6.2,6,4.8,4.9,8.2,10,10,8.69375,6.56889,6.80667,5.08444,5.89111,9.0375,10,10
open_space,3.6,-6.7,1.83938,1,0,10,0,3.5,6.73556,0,3.9,3.4,3.5,6.8,10,10,7.5,6.5,5.64222,3.52,4.52667,8.21818,10,10,8.585,6.73556
open_space,18.3,-2.8,2.36779,1,0,12.6,0,3.74324,2,0.5,3.7,10,10,2,1.4,1.4,2,2.6,5.68,10,10,3.74324,1.55556,1.56444,2.57556,2.91556
open_space,6.9,-2.4,2.84921,1,1,12.5,0,10,2.2,0.233333,6.7,7.6,10,10,4.7,2.3,2.2,2.5,6.90667,8.61905,10,10,6.56,3.04,2.26444,3.83111
open_space,3.1,-14.9,6.25363,1,0,10.9,0,3.31111,4.8,0.0583333,10,10,4.3,2.9,2.9,4,4.8,6.6,10,10,6.18846,3.31111,3.19333,4.91111,5.29111,7.97368
open_space,1.4,-7.1,2.07011,1,1,3.9,0,1.4,5.72444,0.372222,1.3,1.2,1.4,4.1,10,10,7.2,2.5,1.64222,1.22667,2.09111,5.99,10,10,8.29667,5.72444
open_space,17.7,-1,3.71342,1,0,5.7,0,1.95556,0.9,0.591667,10,3.8,2.1,1.5,0.8,0.8,0.9,3.6,10,5.77143,2.57778,1.95556,1.01556,0.826667,1.57111,5.3875
open_space,8.6,-12,1.28167,1,1,18.4,0,8.4,10,0,10,8.8,8.4,8.1,7.7,8.7,10,10,10,9.31875,8.66889,9.00357,7.94444,9.29167,10,10
open_space,10.4,-13.2,5.90971,1,0,17.1,0,10,6.5,0,9.3,10,10,10,10,7,6.5,7.1,9.53636,10,10,10,10,8.18929,6.66889,8.24444
open_space,14.2,-10.9,1.18582,1,1,16,0,9.76667,5.5,0,10,10,10,9.6,8.8,6,5.5,6,10,10,10,9.76667,9.03333,7.79512,5.64222,7.44571
open_space,18.5,-15.4,2.09336,1,0,9,0,3.98,1.4,0.369444,10,8.8,4.5,2.4,1.2,1.2,1.4,4.5,10,9.275,5.8,3.98,1.61111,1.23333,2.18222,6.41111
open_space,1.2,-8,5.92573,1,1,12.4,0,1.46889,2.8,0.394444,10,8.4,2.4,1.1,1,1.1,2.8,10,10,9.06111,6.45778,1.46889,1.02,1.56222,4.9625,10
open_space,3,-17.5,6.07489,1,0,7.8,0,3.59111,2.2,0.338889,10,10,5.2,2.9,2.8,2.3,2.2,2.6,10,10,7.08824,3.59111,2.92,2.78,2.28889,4.46667
open_space,18.9,-8,2.3779,1,0,17.8,0,2.47561,1.1,0.416667,10,10,10,1.1,0.8,0.8,1.1,7.8,10,10,10,2.47561,0.884444,0.891111,3.16667,8.47632
open_space,12.3,-13.9,0.49585,1,0,17.4,0,10,6.6,0,8.4,10,10,10,6.1,5.8,6.6,7.4,9.14,10,10,10,7.45263,5.97778,8.02889,7.62889
open_space,14.9,-1.6,1.15906,1,1,4.9,0,3.4,2.20889,0.344444,1.4,1.5,3.4,10,10,5.3,3.9,1.5,1.43333,2.06222,5.39375,10,10,6.91842,4.84889,2.20889
open_space,19.5,-9.6,1.85521,1,1,10.4,0,1.74667,0.2,0.483333,9.8,10,10,0.6,0.2,0.2,0.2,0.4,9.9,10,10,1.74667,0.322222,0.2,0.244444,4.23333
open_space,3.3,-6.6,2.19939,1,1,9.2,0,3.8,6.46222,0,3.1,3.1,3.8,10,10,10,6.5,5.4,3.82444,3.26667,5.76216,10,10,10,7.65854,6.46222
open_space,4.7,-6.2,1.29404,1,0,10.8,0,4.5,7.57027,0,6,4.7,4.5,5.1,10,10,10,6.3,6.19333,5.92667,4.64889,6.82571,10,10,10,7.57027
open_space,10.1,-17.3,5.88953,1,1,12.6,0,10,2.4,0.2,6.2,10,10,10,6.5,2.6,2.4,2.6,9.235,10,10,10,9.33571,3.71556,2.45778,3.62889
open_space,7.5,-18.4,2.54935,1,0,10.2,0,1.3,9.38889,0.358333,7.2,1.6,1.3,1.3,2.3,10,10,8.9,7.67333,2.82,1.36,1.62,4.18148,10,10,9.38889
open_space,9.6,-5.9,2.65013,1,0,16,0,10,5.7,0,9.4,9.8,10,10,10,6.5,5.7,6,9.56757,9.9,10,10,10,7.87037,5.88667,7.31795
open_space,15.2,-2.5,6.22396,1,1,6.8,0,2.3,5.22444,0.216667,3.5,2.3,2.3,3.1,10,10,6.9,4.5,4.48,2.66222,2.50222,5.03333,10,10,8.22,5.22444
open_space,13.6,-17.6,0.170043,1,0,13.6,0,10,2.1,0.25,6.2,10,10,10,2.6,2.1,2.1,3.6,7.45227,10,10,10,4.42143,2.21333,2.57778,5.61111
open_space,3.6,-10.4,4.0427,1,0,13.4,0,10,3.4,0,5.4,9.4,10,10,10,4.4,3.4,3.4,8.46667,9.63125,10,10,10,6.30312,3.65111,4.03111
open_space,16.6,-2.3,1.15615,1,1,7.4,0,5.1,3.01556,0.25,2.1,2.2,5.1,10,8.9,3.4,3.1,2.3,2.15111,3.09778,6.83333,10,9.33333,4.95111,3.18,3.01556
open_space,16.6,-13.7,1.47731,1,0,13.6,0,7.10444,3.1,0,10,10,9.6,6,4.9,3.1,3.1,4,10,10,9.8,7.10444,6.05778,3.66444,3.33778,5.91818
open_space,7.4,-3.7,0.332403,1,0,13.7,0,3.7,10,0,3.9,3.5,3.7,7.2,7.6,10,10,10,5.7,3.6,4.96444,7.41111,8.57308,10,10,10
open_space,9.2,-10.3,0.581437,1,0,19.2,0,9.2,10,0,10,10,9.2,9,9.6,9.4,10,10,10,10,9.55714,9.25641,9.82222,9.55758,10,10
open_space,10,-1,1.14863,1,0,2.8,0,1.9,1.26889,0.416667,0.8,0.9,1.9,10,10,10,2.3,0.9,0.808889,1.15778,6.58421,10,10,10,7.325,1.26889
open_space,15.3,-10.9,2.76666,1,0,18.8,0,6.62889,10,0,10,9.5,8.8,4.8,4.4,4.8,10,10,10,9.74286,9.02889,6.62889,4.51111,6.45854,10,10
open_space,19.3,-4.2,4.39054,1,0,10.4,0,0.4,10,0.461111,0.9,0.4,0.4,0.4,1.2,4.5,10,10,2.18333,0.548889,0.4,0.64,3.46,6.24146,10,10
open_space,16.1,-11.1,0.139627,1,1,13.6,0,10,3.83333,0,3.6,5.9,10,10,10,8.6,4.6,3.6,4.34444,7.58235,10,10,10,8.97179,7.11556,3.83333
open_space,16.3,-14.6,2.79577,1,1,15.1,0,4.75778,9.9,0,10,5.5,5.1,3.6,3.4,3.8,9.9,10,10,6.95385,5.23778,4.75778,3.48667,5.48889,9.9,10
open_space,6.7,-14.2,4.66926,1,1,15.5,0,10,6.32222,0,5.5,7.4,10,10,9.8,6.5,6.5,5.5,6.02444,8.52667,10,10,9.9,7.48222,7.11556,6.32222
open_space,16.3,-9.8,0.067666,1,0,13,0,9.6,3.71556,0,3.4,5.1,9.6,10,10,9.9,4.6,3.4,3.92444,8.28837,9.77857,10,10,9.93077,7.14167,3.71556
open_space,18.3,-17.1,1.45027,1,1,6.1,0,3.12889,1.4,0.502778,10,10,4.3,2.6,2.3,1.4,1.4,1.8,10,10,6.25217,3.12889,2.65333,1.67778,1.48667,3.53778
open_space,18.2,-19.2,3.62791,1,0,1.6,0,0.6,2.588,0.641667,0.5,0.5,0.6,1.5,1.7,5,10,1,0.68,0.504444,0.835556,1.54,2.57333,6.7,10,2.588
open_space,2.3,-11.8,1.65428,1,0,12.1,0,2.1,10,0.25,2.8,2.1,2.1,3.2,7.9,10,10,10,4.65135,2.27556,2.43778,6.14667,8.63824,10,10,10
open_space,4.6,-10.2,3.79045,1,1,14.4,0,10,4.5,0,5.5,9.5,10,10,10,7.4,4.5,4.4,7.93333,9.62593,10,10,10,9.27273,5.35778,4.66667
open_space,14.6,-15.7,1.75321,1,0,13.9,0,4.21111,5.2,0,10,10,4.9,4,4.1,5.1,5.2,9,10,10,6.69375,4.21111,4.94667,5.37111,6.33333,9.46
open_space,17.7,-1.6,0.803128,1,0,4,0,2,2,0.555556,1.4,1.4,2,10,10,2.8,2,2,1.55556,1.56889,3.88108,10,10,4.72647,2.22889,2.13556
open_space,18.3,-16.2,1.76756,1,1,6.7,0,3.67333,1.4,0.344444,10,10,4.2,3.5,1.7,1.4,1.4,2.5,10,10,6.14444,3.67333,2.67111,1.46444,1.74667,4.37692
open_space,17.5,-9.3,1.69284,1,1,13.5,0,10,2.2,0.236111,9.2,10,10,10,2.8,2.2,2.2,3.5,9.51579,10,10,10,4.73333,2.35333,2.61556,7.05111
open_space,3.2,-19.2,3.55591,1,1,1.7,0,0.5,2.65111,0.45,0.5,0.5,0.5,1.3,10,7.7,3.2,1.2,0.735556,0.5,0.753333,2.87368,10,8.63333,4.53333,2.65111
open_space,15.8,-5.7,6.0874,1,0,9.5,0,5.5,4.96,0,3.9,4.7,5.5,6.6,10,10,7.2,4,4.08,5.78889,5.75778,7.97917,10,10,8.41818,4.96
open_space,9.2,-15.3,4.19049,1,1,13.9,0,8.8,7.50222,0,4.4,4.6,8.8,10,10,10,9,5.1,4.56,5.84,9.38,10,10,10,9.24878,7.50222
open_space,3.9,-11.4,2.90427,1,0,12.1,0,8.3,4.87556,0,3.7,4.3,8.3,9.7,10,10,7.3,3.8,3.84,6.52889,8.62,9.85,10,10,8.34444,4.87556
open_space,4.1,-10,5.3288,1,1,19.7,0,9.28,4.8,0,10,10,10,6.9,4,3.9,4.8,9.7,10,10,10,9.28,4.86667,4.10444,7.03947,9.78
open_space,15.9,-7.3,1.50312,1,0,15,0,10,3.8,0,7.1,9.4,10,10,5.9,3.8,3.8,5,7.71556,9.72,10,10,7.53684,4.42889,4.12444,6.86444
open_space,14.4,-5.4,5.26076,1,0,15.4,0,5.39778,10,0,5.5,5.3,5.4,5.2,6.1,10,10,10,6.91364,5.50444,6.3,5.39778,7.55,10,10,10
open_space,19.4,-4.5,1.39764,1,0,10.4,0,10,0.3,0.472222,1.5,5.2,10,10,0.5,0.3,0.3,0.4,4.21333,6.91333,10,10,1.39697,0.357778,0.302222,0.615556
open_space,7.7,-9.8,5.03042,1,1,19.9,0,9.74571,7.9,0,10,10,10,9.6,8.5,7.5,7.9,9.9,10,10,10,9.74571,9.16,7.72667,8.74583,9.945
open_space,5.9,-6.1,2.73091,1,0,16.3,0,10,5.9,0,5.7,6.1,10,10,10,6.5,5.9,6.3,5.84667,7.54,10,10,10,7.79333,6.06,7.05111
open_space,3.5,-14.2,6.17657,1,0,12.4,0,3.93556,5.5,0,10,10,5.3,3.3,3.3,4.2,5.5,7.1,10,10,7.03158,3.93556,3.53333,5.5,5.89333,8.31579
